scientific_name,birdlife_id,cell_id,atlas_code,atlas_name,period_label,period_start_year,period_end_year,reference_year,source,source_url
Ciconia ciconia,22697691,29SPA1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPB1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPB2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPB3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPB4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPC1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPC2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPC3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPC4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPD1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPD2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPD3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPD4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPE2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SPE4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQA1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQA2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQB1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQB2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQC1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQC2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQD1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQD2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29SQE2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNE1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNE3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNF2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNG3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNG4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TNH4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPE1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPE3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPF3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPF4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPG1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPG3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPG4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPH2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TPH4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQE1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQF1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQF2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQG1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQG2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQH1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,29TQH2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STE3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STF3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STF4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STG3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STG4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STH3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STH4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STJ3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STJ4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30STK4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUG1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUG2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUG3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUH1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUH2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUH3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUH4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUJ1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUJ2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUJ3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUJ4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUK2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SUK4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVH1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVH2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVH3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVH4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVJ2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVJ4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVK2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30SVK4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTK3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTL3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTL4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTM3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTM4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTN3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TTN4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUK1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUK3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUL1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUL2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUL3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUL4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUM1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUM2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUM3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUM4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUN1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUN2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUN3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TUN4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVK1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVK3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVL1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVL2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVL3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVL4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVM1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVM2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVM3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVM4,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVN1,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVN2,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
Ciconia ciconia,22697691,30TVN3,ebba1,EBBA1,EBBA1 (lata 80.),1980,1989,1985,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba1/occurrence/
